sleep_awake,sleep_bedtime_end,sleep_bedtime_start,sleep_breath_average,sleep_deep,sleep_duration,sleep_efficiency,sleep_hr_average,sleep_hr_lowest,sleep_light,sleep_midpoint_time,sleep_onset_latency,sleep_rem,sleep_restless,sleep_rmssd,sleep_score,sleep_score_deep,sleep_score_efficiency,sleep_score_latency,sleep_score_rem,sleep_score_total,summary_date,sleep_temperature_delta,sleep_temperature_deviation,sleep_temperature_trend_deviation,sleep_total,activity_average_met,activity_cal_active,activity_cal_total,activity_high,activity_inactive,activity_low,activity_medium,activity_score,activity_steps,readiness_score,readiness_score_activity_balance
6480,2019-12-31T09:51:13+03:00,2019-12-31T01:04:13+03:00,16.5,5700,31620,80,58.14,54,17610,16110,990,1830,45,62,63,93,72,94,24,71,2019-12-31,0.04,0.04,0.02,25140,1.59375,716,3399,1,477,422,34,78.0,11044,82,99
5610,2020-01-01T11:32:52+03:00,2020-01-01T04:11:52+03:00,17.125,5970,26460,79,67.93,58,14130,13110,720,750,37,43,54,95,69,91,10,55,2020-01-01,-0.17,-0.17,0.01,20850,1.4375,441,3075,2,544,334,15,75.0,6333,58,98
4830,2020-01-02T10:46:56+03:00,2020-01-02T01:52:56+03:00,17.25,5940,32040,85,62.6,55,19470,16560,690,1800,40,55,66,95,83,91,23,79,2020-01-02,0.05,0.05,0.03,27210,1.625,654,3152,2,311,300,51,80.0,11257,76,99
4170,2020-01-03T10:08:31+03:00,2020-01-03T01:23:31+03:00,16.625,8760,31500,87,55.4,51,15600,14940,360,2970,33,59,71,100,88,75,40,80,2020-01-03,-0.04,-0.04,0.04,27330,1.75,1076,3767,2,321,535,71,89.0,6904,84,92
5940,2020-01-04T09:21:53+03:00,2020-01-04T01:09:53+03:00,16.25,7350,29520,80,55.32,50,13530,13890,540,2700,35,57,62,97,72,83,36,65,2020-01-04,-0.04,-0.04,0.05,23580,1.5,581,3212,2,571,329,36,78.0,8741,77,80
5430,2020-01-05T09:58:38+03:00,2020-01-05T01:23:38+03:00,17.125,6150,30900,82,61.32,54,16890,15030,480,2430,38,53,65,96,79,81,32,73,2020-01-05,-0.05,-0.05,0.03,25470,1.3125,260,2787,0,422,217,6,79.0,4328,78,90
6630,2020-01-06T11:27:53+03:00,2020-01-06T02:06:53+03:00,16.5,5370,33660,80,65.89,57,17940,18150,1140,3720,39,47,67,88,72,89,50,79,2020-01-06,0.19,0.19,0.12,27030,1.0,15,2196,0,20,4,1,77.0,153,76,95
5190,2020-01-07T10:43:04+03:00,2020-01-07T03:40:04+03:00,16.875,5640,25380,80,61.56,55,13080,12240,540,1470,41,64,54,92,72,83,20,52,2020-01-07,-0.21,-0.21,0.05,20190,1.90625,1370,4078,2,433,486,133,89.0,5933,67,79
7140,2020-01-08T09:40:28+03:00,2020-01-07T23:43:28+03:00,17.0,4800,35820,80,56.43,51,20790,19050,3240,3090,39,63,62,78,72,15,41,85,2020-01-08,0.05,0.05,0.04,28680,1.5,544,3177,0,531,293,46,79.0,9144,74,62
6150,2020-01-09T08:57:03+03:00,2020-01-09T01:14:03+03:00,16.875,5940,27780,78,62.11,55,13440,13560,90,2250,40,56,58,95,67,64,30,58,2020-01-09,0.08,0.08,0.08,21630,1.5,514,3163,1,543,379,23,75.0,8492,67,82
6120,2020-01-10T09:12:57+03:00,2020-01-10T00:40:57+03:00,16.625,5190,30720,80,57.85,52,16800,16050,1230,2610,38,65,63,85,72,83,35,69,2020-01-10,-0.13,-0.13,0.06,24600,1.46875,513,3122,0,495,332,34,76.0,8068,79,82
3570,2020-01-11T07:50:52+03:00,2020-01-11T00:39:52+03:00,17.0,5760,25860,86,60.54,52,14370,13110,480,2160,41,65,66,94,86,81,28,60,2020-01-11,0.05,0.05,0.05,22290,1.28125,98,2310,0,35,42,8,75.0,1543,77,83
4620,2020-01-12T09:27:18+03:00,2020-01-12T01:39:18+03:00,17.625,4590,28080,84,60.52,56,17340,13860,450,1530,48,68,58,75,81,81,20,65,2020-01-12,0.09,0.09,0.43,23460,0.96875,202,2240,0,426,190,12,81.0,4283,66,88
6900,2020-01-13T09:20:09+03:00,2020-01-13T00:11:09+03:00,17.0,4650,32940,79,58.38,51,18360,15600,780,3030,40,70,68,76,69,94,41,75,2020-01-13,0.21,0.21,0.36,26040,1.5,573,3200,1,583,337,30,67.0,9272,77,93
6420,2020-01-14T09:19:18+03:00,2020-01-14T02:15:18+03:00,17.125,5580,25440,75,61.13,56,12600,12390,1290,840,43,57,51,91,60,81,11,47,2020-01-14,0.03,0.03,0.2,19020,1.4375,414,3079,0,600,353,11,69.0,7210,62,92
4200,2020-01-15T09:05:44+03:00,2020-01-15T01:22:44+03:00,17.25,6540,27780,85,61.46,54,14100,13890,480,2940,39,54,64,96,83,81,39,65,2020-01-15,-0.11,-0.11,0.1,23580,1.46875,480,3124,0,584,339,18,73.0,8067,64,93
3540,2020-01-16T08:31:29+03:00,2020-01-16T00:40:29+03:00,17.875,4770,28260,87,63.62,54,17310,14760,450,2640,44,58,65,78,88,81,35,70,2020-01-16,0.08,0.08,0.08,24720,1.5625,646,3297,1,535,350,52,81.0,10050,66,93
5280,2020-01-17T09:06:29+03:00,2020-01-17T01:42:29+03:00,16.75,4410,26640,80,64.26,57,15390,13380,390,1560,44,55,54,72,72,78,20,57,2020-01-17,-0.4,-0.4,-0.05,21360,1.5625,644,3305,0,533,370,47,88.0,11374,57,90
6660,2020-01-18T09:40:55+03:00,2020-01-18T01:35:55+03:00,17.5,5820,29100,77,65.92,56,15600,15300,270,1020,43,55,56,95,65,72,13,61,2020-01-18,-0.04,-0.04,-0.07,22440,1.5625,746,3306,0,460,296,29,90.0,7500,58,87
4980,2020-01-19T10:03:41+03:00,2020-01-19T01:14:41+03:00,16.75,7560,31740,84,56.25,51,16530,15480,450,2670,35,59,68,98,81,81,36,78,2020-01-19,-0.11,-0.11,-0.02,26760,1.9375,1581,4219,65,552,222,64,93.0,10288,76,84
6180,2020-01-20T09:33:50+03:00,2020-01-20T01:00:50+03:00,17.125,4890,30780,80,63.54,54,15870,16590,2700,3840,41,45,57,80,72,22,51,69,2020-01-20,0.1,0.1,0.13,24600,1.53125,640,3321,0,518,286,56,97.0,10191,51,67
3180,2020-01-21T09:23:12+03:00,2020-01-21T02:10:12+03:00,17.125,6480,25980,88,60.05,55,14040,12300,120,2280,35,45,61,96,90,64,30,62,2020-01-21,-0.15,-0.15,-0.02,22800,1.5,553,3265,0,555,392,27,96.0,8530,66,66
5340,2020-01-22T09:32:57+03:00,2020-01-22T01:45:57+03:00,17.0,7380,28020,81,59.77,55,13410,13950,1110,1890,39,45,61,97,74,89,25,62,2020-01-22,-0.25,-0.25,-0.17,22680,1.40625,423,3091,0,586,320,21,94.0,6871,67,69
6240,2020-01-23T09:29:22+03:00,2020-01-23T00:53:22+03:00,17.5,4830,30960,80,63.46,54,18330,16380,900,1560,40,46,63,79,72,99,20,70,2020-01-23,-0.05,-0.05,-0.11,24720,1.25,123,2418,0,91,62,8,92.0,1904,64,75
5730,2020-01-24T09:07:05+03:00,2020-01-24T00:37:05+03:00,17.5,8340,30600,81,58.55,54,14640,14940,1080,1890,36,50,67,99,74,91,25,70,2020-01-24,-0.01,-0.01,-0.02,24870,1.65625,810,3577,0,439,501,47,94.0,9206,78,81
6360,2020-01-25T09:25:53+03:00,2020-01-25T01:27:53+03:00,17.125,5250,28680,78,68.1,55,15090,16080,1110,1980,37,46,59,86,67,89,26,60,2020-01-25,0.26,0.26,0.13,22320,1.59375,837,3455,1,478,271,92,95.0,15579,59,77
9510,2020-01-26T10:09:28+03:00,2020-01-26T01:18:28+03:00,17.625,6330,31860,70,60.38,54,12930,16770,960,3090,34,51,61,96,48,97,41,60,2020-01-26,-0.07,-0.07,0.12,22350,1.40625,494,3055,1,317,231,41,90.0,8104,71,78
4290,2020-01-27T09:31:55+03:00,2020-01-27T00:41:55+03:00,17.0,7530,31800,87,60.71,54,16830,14940,360,3150,37,53,72,98,88,75,42,81,2020-01-27,0.1,0.1,0.12,27510,1.46875,544,3217,1,539,397,19,80.0,9169,78,83
7800,2020-01-28T09:16:00+03:00,2020-01-28T01:02:00+03:00,17.0,4440,29640,74,58.31,52,15570,14520,750,1830,40,54,57,72,58,94,24,58,2020-01-28,-0.07,-0.07,0.05,21840,1.5,509,3251,0,466,475,11,77.0,8660,73,82
6690,2020-01-29T09:34:02+03:00,2020-01-29T01:03:02+03:00,17.375,7920,30660,78,60.15,52,14790,15120,810,1260,36,56,61,98,67,97,16,67,2020-01-29,0.12,0.12,0.09,23970,1.40625,394,3055,0,596,339,5,66.0,6769,74,85
5730,2020-01-30T09:10:32+03:00,2020-01-30T00:56:32+03:00,17.875,6600,29640,81,70.35,59,14640,15780,420,2670,40,40,63,96,74,78,36,67,2020-01-30,0.26,0.26,0.19,23910,1.59375,706,3471,1,521,459,36,73.0,11042,60,88
6420,2020-01-31T08:52:21+03:00,2020-01-31T01:53:21+03:00,18.25,3330,25140,74,69.01,60,14430,13860,1650,960,47,46,45,54,60,64,13,47,2020-01-31,0.1,0.1,0.23,18720,1.65625,860,3582,0,496,453,56,83.0,14915,51,85
5310,2020-02-01T08:55:43+03:00,2020-02-01T01:26:43+03:00,18.125,630,26940,80,87.59,69,16170,14640,870,4830,48,17,54,10,72,99,66,58,2020-02-01,-0.06,-0.06,0.13,21630,1.34375,384,2937,1,618,174,32,78.0,6216,41,79
5400,2020-02-02T09:48:44+03:00,2020-02-02T01:07:44+03:00,16.625,4800,31260,83,63.57,57,18090,16590,390,2970,40,69,64,79,79,78,40,74,2020-02-02,0.25,0.25,0.16,25860,1.1875,104,2594,0,530,105,1,76.0,1903,71,83
4920,2020-02-03T07:53:29+03:00,2020-02-03T00:02:29+03:00,17.625,4980,28260,83,61.37,56,17220,13560,930,1140,39,66,65,82,79,97,15,65,2020-02-03,0.06,0.06,0.18,23340,1.5625,661,3406,1,501,480,36,83.0,10517,73,85
6240,2020-02-04T08:27:55+03:00,2020-02-04T00:31:55+03:00,17.25,6660,28560,78,65.12,59,13950,14970,1290,1710,34,59,62,96,67,81,23,61,2020-02-04,0.25,0.25,0.25,22320,1.46875,505,3198,0,549,365,25,82.0,7938,69,83
7020,2020-02-05T08:15:11+03:00,2020-02-04T23:24:11+03:00,17.0,3390,31860,78,65.54,56,17940,16650,1290,3510,43,57,64,55,67,81,48,70,2020-02-05,0.35,0.35,0.34,24840,1.53125,586,3279,1,602,311,47,89.0,10063,64,88
6270,2020-02-06T09:01:33+03:00,2020-02-06T00:37:33+03:00,16.375,7020,30240,79,64.06,56,14130,14370,1050,2820,35,47,68,97,69,91,38,67,2020-02-06,-0.08,-0.08,0.26,23970,1.53125,559,3275,0,550,399,32,86.0,9129,72,87
4050,2020-02-08T10:02:24+03:00,2020-02-08T02:08:24+03:00,17.25,5640,28440,86,61.81,57,17550,14940,780,1200,43,59,63,93,86,94,16,69,2020-02-08,0.11,0.11,0.22,24390,1.3125,293,2871,3,684,211,9,69.0,4403,74,89
5070,2020-02-09T09:56:33+03:00,2020-02-09T02:40:33+03:00,17.25,4590,26160,81,58.66,53,15600,12930,210,900,40,46,53,76,74,70,12,56,2020-02-09,0.06,0.06,0.2,21090,1.28125,291,2816,0,630,187,10,70.0,4862,73,93
5010,2020-02-10T05:55:34+03:00,2020-02-10T00:49:34+03:00,17.25,3960,18360,73,57.17,53,8910,8910,1920,480,34,49,44,65,55,54,6,26,2020-02-10,0.2,0.2,0.24,13350,1.5625,660,3398,0,645,384,47,74.0,10481,65,95
5400,2020-02-11T08:11:22+03:00,2020-02-10T23:28:22+03:00,16.875,6510,31380,83,61.41,55,14910,16530,1740,4560,31,39,72,96,79,62,62,75,2020-02-11,0.1,0.1,0.25,25980,1.53125,609,3319,0,550,362,47,85.0,10119,73,91
4230,2020-02-12T08:44:29+03:00,2020-02-12T01:04:29+03:00,16.5,8940,27600,85,61.74,54,11940,13500,600,2490,37,42,66,100,83,86,33,65,2020-02-12,0.0,0.0,0.2,23370,1.5,603,3225,1,430,321,48,87.0,9506,70,90
4530,2020-02-13T07:52:59+03:00,2020-02-12T23:58:59+03:00,16.625,6870,28440,84,58.54,54,14010,14400,1200,3030,36,54,70,97,81,86,41,67,2020-02-13,0.1,0.1,0.18,23910,1.625,819,3549,7,544,382,65,90.0,12540,77,89
6480,2020-02-14T08:19:03+03:00,2020-02-14T00:18:03+03:00,16.75,5250,28860,78,57.0,51,15510,13560,390,1620,41,52,62,87,67,78,21,61,2020-02-14,-0.21,-0.21,0.08,22380,1.59375,702,3441,0,560,402,52,94.0,10994,72,83
4290,2020-02-15T08:16:23+03:00,2020-02-15T01:12:23+03:00,17.375,4020,25440,83,66.31,53,15090,13290,720,2040,40,44,59,66,79,91,27,56,2020-02-15,0.2,0.2,0.14,21150,1.625,792,3538,2,589,395,52,95.0,12298,63,79
4590,2020-02-16T09:48:13+03:00,2020-02-16T01:17:13+03:00,17.0,5910,30660,85,65.02,54,17130,15690,540,3030,42,51,67,95,83,83,41,75,2020-02-16,-0.26,-0.26,0.05,26070,1.3125,276,2885,0,592,198,14,95.0,4232,68,74
3690,2020-02-17T08:41:05+03:00,2020-02-17T00:53:05+03:00,16.875,6480,28080,87,56.95,53,15900,14250,1140,2010,36,54,68,96,88,89,27,69,2020-02-17,-0.12,-0.12,0.0,24390,1.5,582,3279,2,589,326,40,94.0,8645,79,80
5370,2020-02-18T08:34:03+03:00,2020-02-18T01:05:03+03:00,17.5,6630,26940,80,62.28,55,14010,13200,1110,930,32,55,62,96,72,89,13,58,2020-02-18,0.16,0.16,0.08,21570,1.53125,649,3340,3,539,327,51,94.0,9895,69,81
4470,2020-02-19T08:49:59+03:00,2020-02-19T00:28:59+03:00,17.375,7020,30060,85,61.33,55,16710,13800,270,1860,41,56,70,97,83,72,24,73,2020-02-19,-0.18,-0.18,0.14,25590,1.5,598,3275,6,508,308,39,91.0,8945,74,80
4020,2020-02-20T07:41:59+03:00,2020-02-19T23:53:59+03:00,17.0,4710,28080,86,62.51,56,15780,14490,1320,3570,40,48,68,78,86,81,48,67,2020-02-20,0.11,0.11,0.12,24060,1.5625,635,3377,3,704,315,50,87.0,9489,70,81
6900,2020-02-22T10:00:01+03:00,2020-02-22T00:57:01+03:00,17.875,5850,32580,79,68.17,59,17970,16470,690,1860,37,43,63,95,69,91,24,74,2020-02-22,0.17,0.17,0.27,25680,1.3125,281,2834,0,518,194,8,84.0,4566,61,81
6810,2020-02-23T09:51:01+03:00,2020-02-23T02:11:01+03:00,16.625,5790,27600,75,58.44,54,13950,13080,300,1050,39,58,53,95,60,72,14,55,2020-02-23,0.09,0.09,0.26,20790,1.28125,290,2805,2,518,153,20,86.0,4348,74,86
5010,2020-02-24T08:38:33+03:00,2020-02-24T00:53:33+03:00,17.375,5430,27900,82,57.97,54,16230,14190,1140,1230,43,53,61,90,76,89,16,63,2020-02-24,0.04,0.04,0.21,22890,1.59375,758,3501,1,504,398,61,91.0,12585,77,91
5280,2020-02-25T08:45:31+03:00,2020-02-25T00:18:31+03:00,16.75,5130,30420,83,58.79,52,17760,15390,720,2250,38,49,68,85,79,91,30,72,2020-02-25,0.02,0.02,0.17,25140,1.46875,548,3239,3,551,335,34,85.0,8704,71,87
8010,2020-02-26T08:14:39+03:00,2020-02-25T23:44:39+03:00,17.0,5580,30600,74,61.21,53,16410,16830,2190,600,36,47,56,92,58,40,8,62,2020-02-26,0.27,0.27,0.36,22590,1.5625,673,3380,4,539,363,44,90.0,10294,71,88
5910,2020-02-27T08:15:31+03:00,2020-02-27T00:05:31+03:00,17.25,3840,29400,80,64.37,55,17640,15990,1110,2010,40,46,61,63,72,89,27,65,2020-02-27,0.41,0.41,0.42,23490,1.59375,736,3495,2,568,379,63,89.0,11170,67,85
4500,2020-02-28T08:52:31+03:00,2020-02-28T00:53:31+03:00,17.5,6750,28740,84,63.34,56,14730,14640,540,2760,36,52,66,97,81,83,37,68,2020-02-28,-0.17,-0.17,0.3,24240,1.40625,434,3084,1,465,283,21,87.0,6702,71,82
6330,2020-02-29T08:29:31+03:00,2020-02-29T00:56:31+03:00,16.75,5190,27180,77,59.08,54,14730,13260,480,930,35,50,56,86,65,81,13,55,2020-02-29,-0.06,-0.06,0.14,20850,1.40625,496,3079,0,287,235,30,89.0,8282,76,85
4950,2020-03-01T10:43:29+03:00,2020-03-01T00:54:29+03:00,18.5,5730,35340,86,89.8,79,16200,16920,300,8460,39,15,78,95,86,72,99,92,2020-03-01,-0.02,-0.02,0.08,30390,1.28125,288,2814,0,381,182,12,88.0,4595,63,88
4920,2020-03-02T08:21:29+03:00,2020-03-02T00:49:29+03:00,15.875,4110,27120,82,59.06,54,17550,13170,780,540,41,88,59,68,76,94,7,60,2020-03-02,-0.19,-0.19,0.04,22200,1.5625,696,3410,0,554,323,68,85.0,11525,74,92
6030,2020-03-03T08:31:04+03:00,2020-03-03T00:24:04+03:00,16.5,6480,29220,79,63.92,53,14070,14580,990,2640,36,66,66,96,69,94,35,64,2020-03-03,-0.16,-0.16,0.0,23190,1.53125,621,3341,0,515,397,40,90.0,9560,71,89
6360,2020-03-04T08:45:32+03:00,2020-03-04T00:03:32+03:00,17.0,6210,31320,80,64.43,56,17250,15960,510,1500,37,58,66,96,72,83,20,71,2020-03-04,-0.2,-0.2,-0.04,24960,1.4375,478,3135,0,621,278,36,81.0,7595,71,87
6750,2020-03-05T09:11:32+03:00,2020-03-05T00:05:32+03:00,16.875,4710,32760,79,64.67,56,19620,17190,1290,1680,43,60,64,78,69,81,22,75,2020-03-05,0.04,0.04,0.03,26010,1.3125,290,2897,0,507,258,10,76.0,4412,74,88
5640,2020-03-06T08:41:54+03:00,2020-03-06T00:11:54+03:00,16.5,7770,30600,82,59.08,54,16170,15420,600,1020,37,82,67,98,76,86,13,71,2020-03-06,-0.12,-0.12,0.03,24960,1.3125,274,2905,0,658,242,7,71.0,4233,82,93
5850,2020-03-07T10:16:48+03:00,2020-03-07T00:24:48+03:00,17.25,1740,35520,84,66.71,56,24570,18180,0,3360,45,55,62,27,81,59,45,89,2020-03-07,-0.09,-0.09,0.03,29670,1.21875,155,2637,1,499,113,8,69.0,2146,77,96
5220,2020-03-08T09:30:54+03:00,2020-03-08T01:31:54+03:00,17.125,5400,28740,82,60.38,55,15690,14220,900,2430,34,60,63,89,76,99,33,65,2020-03-08,0.13,0.13,0.21,23520,1.625,992,3599,3,403,270,113,85.0,17406,84,100
4500,2020-03-09T08:39:31+03:00,2020-03-09T00:09:31+03:00,17.375,5970,30600,85,59.62,52,17610,15360,870,2520,33,61,72,95,83,99,33,75,2020-03-09,-0.13,-0.13,0.03,26100,1.59375,819,3518,3,431,402,60,85.0,11985,76,89
5310,2020-03-10T08:27:52+03:00,2020-03-09T23:57:52+03:00,16.625,6510,30600,83,58.25,53,17130,15270,390,1650,41,56,67,96,79,78,22,72,2020-03-10,-0.13,-0.13,-0.01,25290,1.59375,731,3494,3,488,461,40,86.0,10944,81,73
6510,2020-03-11T08:53:30+03:00,2020-03-11T00:49:30+03:00,16.875,7920,29040,78,58.37,54,12540,14880,1680,2070,32,57,61,98,67,64,28,62,2020-03-11,0.11,0.11,0.08,22530,1.59375,747,3511,4,475,445,46,92.0,10779,79,66
4560,2020-03-12T08:26:12+03:00,2020-03-12T00:53:12+03:00,16.875,6450,27180,83,58.83,54,15150,13410,870,1020,42,49,64,96,79,99,13,62,2020-03-12,-0.22,-0.22,0.04,22620,1.6875,915,3687,3,487,463,74,96.0,13592,76,65
3570,2020-03-13T08:26:19+03:00,2020-03-13T01:33:19+03:00,17.375,5640,24780,86,59.73,55,15060,11940,360,510,39,52,58,93,86,75,7,56,2020-03-13,0.07,0.07,0.06,21210,1.34375,308,2937,0,579,251,10,94.0,5057,69,61
5130,2020-03-14T09:59:59+03:00,2020-03-14T01:14:59+03:00,17.375,10110,31500,84,59.8,53,14160,15690,240,2100,36,64,66,100,81,70,28,77,2020-03-14,-0.26,-0.26,-0.01,26370,1.5,673,3287,2,452,305,51,97.0,10262,77,69
4020,2020-03-15T09:56:03+03:00,2020-03-15T00:34:03+03:00,17.25,6600,33720,88,58.48,52,19500,15960,390,3600,39,53,75,96,90,78,48,89,2020-03-15,-0.16,-0.16,-0.05,29700,1.46875,648,3237,2,473,290,44,97.0,9861,81,69
4890,2020-03-16T08:34:23+03:00,2020-03-16T00:24:23+03:00,17.0,5940,29400,83,59.61,54,15960,14730,480,2610,38,49,68,95,79,81,35,69,2020-03-16,0.17,0.17,0.04,24510,1.40625,418,3100,1,612,298,22,93.0,6023,80,69
4110,2020-03-17T09:08:48+03:00,2020-03-17T00:26:48+03:00,17.125,5460,31320,87,61.06,54,18480,16110,720,3270,41,56,72,90,88,91,44,80,2020-03-17,-0.01,-0.01,0.12,27210,1.46875,548,3230,0,561,303,44,89.0,8649,82,75
6360,2020-03-18T08:53:10+03:00,2020-03-18T00:48:10+03:00,17.125,3930,29100,78,62.21,56,15750,15390,690,3060,37,45,60,65,67,91,41,62,2020-03-18,-0.31,-0.31,-0.16,22740,1.46875,491,3183,0,574,326,22,84.0,7922,74,77
4560,2020-03-19T09:10:56+03:00,2020-03-19T00:42:56+03:00,17.125,7290,30480,85,59.62,54,15360,15300,930,3270,35,53,72,97,83,97,44,75,2020-03-19,0.14,0.14,0.13,25920,1.46875,581,3226,0,511,281,52,85.0,9879,83,80
4560,2020-03-20T08:43:08+03:00,2020-03-20T00:14:08+03:00,17.375,6720,30540,85,59.54,55,16710,15210,630,2550,43,55,70,96,83,89,34,75,2020-03-20,0.06,0.06,0.16,25980,1.46875,495,3173,2,642,359,18,75.0,6437,82,81
4140,2020-03-21T09:34:27+03:00,2020-03-21T01:37:27+03:00,16.5,8220,28620,86,59.24,56,13200,14010,300,3060,41,55,65,99,86,72,41,69,2020-03-21,-0.11,-0.11,0.07,24480,1.59375,837,3481,4,541,265,82,84.0,8587,79,84
4980,2020-03-22T08:59:31+03:00,2020-03-22T02:27:31+03:00,16.5,5160,23520,79,62.26,56,12420,11970,870,960,43,52,54,85,69,99,13,46,2020-03-22,-0.09,-0.09,0.01,18540,1.53125,716,3356,2,601,306,58,80.0,7803,68,79
6990,2020-03-23T09:01:20+03:00,2020-03-23T01:01:20+03:00,16.875,3360,28800,76,64.1,55,17160,15510,1380,1290,45,54,52,54,62,78,17,59,2020-03-23,-0.13,-0.13,-0.02,21810,1.4375,470,3135,2,456,360,12,86.0,6640,66,77
6210,2020-03-24T09:04:43+03:00,2020-03-24T00:00:43+03:00,17.25,6570,32640,81,63.49,57,17550,16920,480,2310,38,57,68,96,74,81,31,77,2020-03-24,-0.09,-0.09,-0.02,26430,1.40625,400,3078,0,576,273,14,84.0,6309,76,80
5190,2020-03-25T09:15:11+03:00,2020-03-25T00:25:11+03:00,17.25,5880,31800,84,60.73,53,18750,15540,810,1980,43,64,69,95,81,97,26,77,2020-03-25,0.33,0.33,0.32,26610,1.5625,679,3427,0,524,326,55,90.0,6478,77,84
7590,2020-03-26T08:49:50+03:00,2020-03-26T00:18:50+03:00,17.375,5880,30660,75,70.1,59,15630,17340,1980,1560,37,47,57,95,60,51,20,64,2020-03-26,0.41,0.41,0.49,23070,1.5,545,3288,3,582,358,18,93.0,7363,61,81
2550,2020-03-27T08:24:25+03:00,2020-03-27T00:51:25+03:00,16.75,5160,27180,91,63.1,58,17370,13710,480,2100,42,66,67,85,96,81,28,70,2020-03-27,0.09,0.09,0.39,24630,1.59375,783,3500,2,534,307,76,96.0,8777,71,81
5460,2020-03-28T09:35:51+03:00,2020-03-28T01:43:51+03:00,17.0,6720,28320,81,61.91,55,14010,13950,720,2130,37,63,62,96,74,91,28,63,2020-03-28,-0.1,-0.1,0.19,22860,1.84375,1350,4072,4,458,326,155,97.0,20742,72,79
5310,2020-03-29T09:08:17+03:00,2020-03-29T01:01:17+03:00,16.625,6420,29220,82,65.2,57,16350,15480,930,1140,35,51,63,96,76,97,15,67,2020-03-29,-0.03,-0.03,0.08,23910,1.5,722,3371,1,512,317,51,96.0,8065,63,64
4560,2020-03-30T09:07:44+03:00,2020-03-30T00:19:44+03:00,17.125,9750,31680,86,60.25,54,14580,15510,570,2790,34,65,73,100,86,86,38,79,2020-03-30,0.2,0.2,0.32,27120,1.375,323,3017,0,456,282,11,96.0,4753,77,49
4980,2020-03-31T09:13:36+03:00,2020-03-31T01:10:36+03:00,16.5,5100,28980,83,59.67,53,17250,14310,120,1650,43,64,59,84,79,64,22,67,2020-03-31,-0.17,-0.17,0.12,24000,1.4375,420,3155,2,536,329,21,95.0,6226,75,59
5460,2020-04-01T09:32:46+03:00,2020-04-01T00:57:46+03:00,17.0,7230,30900,82,63.82,58,15960,15480,810,2250,37,63,67,97,76,97,30,73,2020-04-01,-0.18,-0.18,0.01,25440,1.59375,803,3534,5,447,419,64,96.0,9164,67,66
5160,2020-04-02T09:00:06+03:00,2020-04-02T01:20:06+03:00,16.5,6930,27600,81,67.66,59,13260,14100,780,2250,37,52,64,97,74,94,30,61,2020-04-02,-0.12,-0.12,-0.02,22440,1.5,609,3309,5,468,292,48,96.0,6021,62,65
5610,2020-04-03T09:16:19+03:00,2020-04-03T00:49:19+03:00,17.0,6450,30420,82,66.53,59,15570,16140,540,2790,34,49,65,96,76,83,38,70,2020-04-03,-0.05,-0.05,0.04,24810,1.4375,440,3164,0,536,384,11,89.0,6923,74,71
5190,2020-04-04T09:18:08+03:00,2020-04-04T01:08:08+03:00,17.125,5400,29400,82,63.05,57,16140,14700,600,2670,39,65,64,89,76,86,36,68,2020-04-04,0.02,0.02,0.11,24210,1.59375,719,3454,0,572,373,59,90.0,7672,75,77
7140,2020-04-05T10:44:24+03:00,2020-04-05T02:25:24+03:00,16.5,5730,29940,76,60.59,54,13890,15720,1320,3180,42,60,58,95,62,81,43,62,2020-04-05,-0.31,-0.31,-0.02,22800,1.375,420,3019,1,529,278,16,86.0,6136,76,77
4830,2020-04-06T09:08:52+03:00,2020-04-06T01:29:52+03:00,17.25,6870,27540,82,56.72,52,14220,13350,1050,1620,33,62,63,97,79,91,21,62,2020-04-06,0.06,0.06,0.08,22710,1.75,1150,3837,9,422,336,112,93.0,14764,77,81
2910,2020-04-07T09:01:32+03:00,2020-04-07T00:12:32+03:00,17.5,8340,31740,91,59.54,54,18060,16050,630,2430,37,67,76,99,96,89,33,86,2020-04-07,0.19,0.19,0.29,28830,1.40625,420,3099,2,552,317,16,90.0,6095,79,71
5910,2020-04-08T09:42:15+03:00,2020-04-08T01:03:15+03:00,17.0,8280,31140,81,60.0,55,14640,14700,480,2310,38,57,66,99,74,81,31,72,2020-04-08,0.0,0.0,0.21,25230,1.59375,758,3472,5,446,406,50,93.0,10891,79,76
5820,2020-04-09T09:09:11+03:00,2020-04-09T00:22:11+03:00,16.875,6900,31620,82,66.77,57,15600,16950,690,3300,42,49,68,97,76,91,44,74,2020-04-09,0.11,0.11,0.19,25800,1.40625,388,3099,0,557,361,5,85.0,6422,71,75
2970,2020-04-10T09:00:51+03:00,2020-04-10T01:42:51+03:00,16.875,7320,26280,89,65.45,57,13290,13350,690,2700,47,45,64,97,93,91,36,65,2020-04-10,-0.01,-0.01,0.15,23310,1.625,855,3563,1,557,375,76,88.0,10559,72,81
4860,2020-04-11T10:37:24+03:00,2020-04-11T02:01:24+03:00,16.75,8730,30960,84,62.59,56,14790,15600,690,2580,40,57,67,100,81,91,34,75,2020-04-11,0.07,0.07,0.16,26100,1.5,669,3307,0,557,283,62,90.0,9905,77,76
6270,2020-04-12T10:00:28+03:00,2020-04-12T00:59:28+03:00,17.375,6150,32460,81,62.8,57,17370,16500,720,2670,41,59,67,96,74,91,36,76,2020-04-12,0.01,0.01,0.13,26190,1.53125,702,3322,3,549,245,66,94.0,6714,76,76
